Term,Year,Hgt,Wgt,Smoke,Hand,Sibs,Birth,Exercise,Greek,TV,GPA,Award,Pulse,Pierces,Gender,Sport,Tattoo,Facebook
S07,2,68inches,166 pounds,No,r,2,2,4,No,1,3.37,Nobel,78,0,M,NA,NA,NA
S07,2,68inches,150 pounds,No,r,0,1,6,No,5,3.75,Nobel,102,0,F,NA,NA,NA
F07,2,68inches,150 pounds,No,r,2,3,15,No,3,3.77,Olympic,NA,0,M,NA,NA,NA
F07,2,73inches,175 pounds,No,r,3,1,5,No,4,3.25,Olympic,70,0,M,NA,NA,NA
F07,2,68inches,135 pounds,No,r,3,1,7,No,12,3.6,Olympic,70,2,F,NA,NA,NA
F07,2,65inches,155 pounds,No,r,1,1,10,No,10,3,Olympic,56,3,F,NA,NA,NA
F07,3,60inches,180 pounds,No,r,3,4,3,No,5,3,Academy,68,0,F,NA,NA,NA
F07,2,68inches,160 pounds,No,r,1,1,10,No,5,3.05,Olympic,68,0,M,NA,NA,NA
F07,2,73inches,195 pounds,Occasionally,r,1,1,25,No,8,2.75,Olympic,64,0,M,NA,NA,NA
F07,2,65inches,135 pounds,No,l,1,1,12,No,5,2.94,Olympic,65,3,F,NA,NA,NA
F07,2,65inches,125 pounds,Occasionally,r,2,NA,6,No,5,3.7,Nobel,NA,4,F,NA,NA,NA
F07,NA,78inches,145 pounds,No,r,1,1,12,No,7,NA,Olympic,37,4,F,NA,NA,NA
F07,2,69inches,161 pounds,No,r,1,2,14,No,3,3.16,Olympic,58,2,F,NA,NA,NA
F07,2,69inches,140 pounds,No,r,1,2,3,No,2,3,Academy,35,2,F,NA,NA,NA
F07,2,73inches,220 pounds,No,r,1,2,4,No,10,NA,Nobel,72,0,M,NA,NA,NA
F07,2,66inches,149 pounds,No,r,1,1,10,No,4,3,Nobel,55,4,F,NA,NA,NA
F07,2,67inches,154 pounds,No,r,1,2,14,No,2,3.3,Olympic,72,5,F,NA,NA,NA
F07,2,60inches,110 pounds,No,r,2,1,14,No,2,3.2,Olympic,76,7,F,NA,NA,NA
F07,2,65inches,135 pounds,No,r,3,1,16,No,10,3.8,Olympic,70,0,F,NA,NA,NA
F07,2,72inches,192 pounds,No,l,1,1,5,No,40,2.47,Nobel,82,0,M,NA,NA,NA
F07,3,67inches,150 pounds,No,r,1,1,18,Yes,7,3.4,Olympic,75,5,F,NA,NA,NA
F07,3,65inches,160 pounds,No,r,4,4,15,No,2,2.9,Olympic,35,0,M,NA,NA,NA
F07,2,66inches,115 pounds,No,r,3,4,10,No,3,2.6,Olympic,70,0,F,NA,NA,NA
F07,2,66inches,127 pounds,No,r,1,2,4,Planning,10,3.2,Olympic,70,0,F,NA,NA,NA
F07,2,65inches,130 pounds,No,r,1,1,3,No,1,3.4,Nobel,80,0,NA,NA,NA,NA
F07,2,65inches,138 pounds,No,r,2,2,4,No,3,3.6,Academy,72,2,F,NA,NA,NA
F07,2,64inches,140 pounds,No,r,2,3,2,No,3,2.5,Olympic,65,4,F,NA,NA,NA
F07,2,67inches,155 pounds,No,r,1,2,15,No,5,2.9,Olympic,84,0,M,NA,NA,NA
F07,2,65inches,114 pounds,No,l,2,2,5,No,4,3.2,Nobel,80,4,F,NA,NA,NA
F07,3,64inches,120 pounds,No,r,1,2,10,No,5,2.9,Academy,79,2,F,NA,NA,NA
F07,2,62inches,115 pounds,No,r,7,1,2,No,3,3.3,Olympic,68,5,F,NA,NA,NA
F07,2,70inches,163 pounds,No,r,2,1,8,No,12,3,Nobel,62,0,M,NA,NA,NA
F07,2,71inches,230 pounds,No,r,1,1,5,No,10,3.5,Nobel,84,0,M,NA,NA,NA
F07,2,70inches,151 pounds,No,r,2,3,19,No,5,3,Olympic,58,0,M,NA,NA,NA
F07,2,66inches,145 pounds,No,r,1,1,7,No,8,3,Olympic,80,3,F,NA,NA,NA
F07,2,72inches,128 pounds,No,r,1,1,5,No,4,3.7,Nobel,66,0,M,NA,NA,NA
F07,1,61inches,135 pounds,No,r,0,1,4,No,3,NA,Olympic,78,0,F,NA,NA,NA
F07,2,66inches,144 pounds,No,r,2,2,21,Yes,7,3.59,Olympic,72,3,F,NA,NA,NA
F07,2,75inches,240 pounds,No,r,1,2,6,No,5,3.5,Nobel,71,0,M,NA,NA,NA
F07,2,64inches,135 pounds,No,r,3,1,12,No,1,2.99,Olympic,62,2,F,NA,NA,NA
F07,2,74inches,175 pounds,No,r,1,2,7,No,5,3.7,Olympic,58,0,M,NA,NA,NA
F07,2,60inches,140 pounds,No,r,2,2,14,No,2,3.61,Olympic,88,3,F,NA,NA,NA
F07,2,72inches,165 pounds,No,r,2,1,7,No,3,3,Nobel,59,0,M,NA,NA,NA
F07,2,66inches,126 pounds,No,r,5,6,0,No,2,3.79,Nobel,82,1,F,NA,NA,NA
F07,2,76inches,150 pounds,No,r,1,1,10,No,20,2.5,Academy,60,0,M,NA,NA,NA
F07,2,71inches,190 pounds,No,r,2,2,14,No,14,2.5,Nobel,55,0,M,NA,NA,NA
F07,3,71inches,160 pounds,No,r,3,4,8,No,14,3.4,Nobel,75,0,M,NA,NA,NA
F07,1,66inches,120 pounds,No,r,2,2,7,No,1,NA,Olympic,74,5,F,NA,NA,NA
F07,1,67inches,120 pounds,No,r,1,1,10,No,5,NA,Olympic,70,2,F,NA,NA,NA
F07,2,67inches,124 pounds,No,r,1,1,5,No,5,3,Olympic,NA,3,F,NA,NA,NA
F07,2,64inches,135 pounds,No,r,1,1,NA,No,4,3.6,Nobel,65,2,F,NA,NA,NA
F07,3,61inches,129 pounds,No,r,0,1,5,No,0,2.3,Academy,73,2,F,NA,NA,NA
F07,2,72inches,180 pounds,No,r,3,3,17,No,14,3.4,Olympic,68,0,M,NA,NA,NA
F07,1,67inches,165 pounds,No,r,3,4,5,No,2,3.5,Nobel,74,5,M,NA,NA,NA
F07,3,63inches,130 pounds,No,r,1,1,7,No,4,2.23,Academy,75,7,F,NA,NA,NA
F07,4,64inches,130 pounds,No,r,2,2,4,No,14,3.84,Nobel,88,4,F,NA,NA,NA
F07,2,72inches,195 pounds,No,r,1,1,20,No,28,2.76,Olympic,60,0,M,NA,NA,NA
F07,2,70inches,185 pounds,No,l,2,1,8,No,13,3.2,Olympic,69,0,M,NA,NA,NA
F07,2,62inches,117 pounds,Regular,r,6,5,3,No,2,3.25,Nobel,75,6,F,NA,NA,NA
F07,2,67inches,138 pounds,No,l,1,2,15,No,2,3.3,Nobel,52,0,M,NA,NA,NA
F07,3,66inches,140 pounds,No,l,1,2,5,Planning,2,3.78,Nobel,70,0,F,NA,NA,NA
F07,2,73inches,230 pounds,No,r,2,2,10,No,10,3.33,Olympic,60,0,M,NA,NA,NA
F07,2,63inches,106 pounds,No,r,1,1,3,Planning,1,3.7,Nobel,NA,2,F,NA,NA,NA
F07,4,69inches,170 pounds,No,r,2,3,12,No,5,3.3,Olympic,57,2,F,NA,NA,NA
F07,2,64inches,125 pounds,No,r,1,1,5,No,15,3.2,Olympic,74,5,F,NA,NA,NA
F07,2,69inches,140 pounds,Occasionally,r,1,1,18,No,5,3.2,Nobel,87,4,F,NA,NA,NA
F07,2,67inches,168 pounds,No,r,1,2,12,No,3,2.1,Olympic,62,2,F,NA,NA,NA
F07,2,74inches,185 pounds,Occasionally,r,1,2,6,No,2,3.48,Nobel,80,0,M,NA,NA,NA
F07,2,62inches,170 pounds,No,r,1,1,9,No,5,2.8,Olympic,70,4,F,NA,NA,NA
F07,2,66inches,140 pounds,No,r,1,2,12,No,7,3.26,Olympic,61,2,F,NA,NA,NA
F07,2,65inches,110 pounds,No,r,1,2,10,Planning,5,3.4,Nobel,74,2,F,NA,NA,NA
F07,2,62inches,103 pounds,No,r,1,2,NA,No,NA,3.2,Nobel,56,4,F,NA,NA,NA
F07,2,68inches,162 pounds,No,r,3,NA,12,No,8,2.9,Olympic,54,0,M,NA,NA,NA
F07,2,66inches,135 pounds,Occasionally,r,3,2,5,No,3,3.25,Olympic,78,4,F,NA,NA,NA
F07,2,73inches,180 pounds,No,r,6,3,21,No,1,2.75,Olympic,51,0,M,NA,NA,NA
F07,2,64inches,150 pounds,No,r,1,1,7,No,2,3.4,Academy,55,5,F,NA,NA,NA
F07,3,61inches,110 pounds,No,r,2,2,5,No,10,3.83,Nobel,80,4,F,NA,NA,NA
F07,2,63inches,130 pounds,No,r,2,3,9,Planning,1,3,Academy,54,4,F,NA,NA,NA
F07,2,67inches,165 pounds,No,r,1,2,8,No,3,NA,Nobel,67,0,M,NA,NA,NA
F07,2,69inches,156 pounds,No,r,1,1,4,Planning,4,3,Academy,67,3,F,NA,NA,NA
F07,2,67inches,155 pounds,No,r,1,1,6,NA,8,3.48,Academy,74,2,F,NA,NA,NA
F07,4,70inches,165 pounds,No,r,1,2,8,No,10,3.4,Olympic,61,0,M,NA,NA,NA
F07,1,67inches,140 pounds,No,r,2,2,40,NA,2,NA,Olympic,64,2,M,NA,NA,NA
F07,2,66inches,145 pounds,No,r,2,2,6,No,1,2.9,Olympic,77,3,F,NA,NA,NA
F07,3,73inches,170 pounds,Regular,r,1,1,10,No,5,2.2,NA,68,0,M,NA,NA,NA
F07,2,73inches,200 pounds,No,r,2,3,10,No,6,2.8,Olympic,89,0,M,NA,NA,NA
F07,1,NAinches,130 pounds,No,r,2,3,NA,No,4,NA,Nobel,NA,0,M,NA,NA,NA
F07,3,62inches,175 pounds,No,r,2,3,8,No,8,3.5,Academy,55,0,M,NA,NA,NA
F07,1,66inches,122 pounds,No,r,1,2,1.5,No,3,NA,NA,73,3,F,NA,NA,NA
F07,1,72inches,220 pounds,No,r,2,2,10,No,4,NA,Nobel,66,0,M,NA,NA,NA
F07,2,62inches,110 pounds,No,r,2,2,5,No,2,NA,Olympic,60,3,F,NA,NA,NA
F07,1,68inches,150 pounds,No,r,1,2,15,No,5,NA,Olympic,38,4,F,NA,NA,NA
F07,1,65inches,155 pounds,No,r,2,1,NA,No,NA,NA,Nobel,NA,5,F,NA,NA,NA
F07,1,67inches,155 pounds,No,l,1,2,14,No,NA,NA,Nobel,NA,2,F,NA,NA,NA
F07,2,75inches,225 pounds,No,r,3,1,3,No,5,3.23,Nobel,78,0,M,NA,NA,NA
F07,1,68inches,135 pounds,No,r,2,3,14,No,5,NA,Olympic,60,0,M,NA,NA,NA
F07,1,71inches,180 pounds,No,r,1,2,9,No,6,NA,Olympic,NA,0,M,NA,NA,NA
F07,1,72inches,175 pounds,No,r,2,3,18,No,0,NA,Olympic,NA,0,M,NA,NA,NA
F07,2,67inches,125 pounds,No,r,1,2,17,No,0,3.4,Olympic,42,1,M,NA,NA,NA
F07,2,71inches,200 pounds,No,r,1,2,10,No,5,2.75,Olympic,70,0,M,NA,NA,NA
F07,2,61inches,105 pounds,No,r,1,2,14,No,16,3.68,Academy,63,2,F,NA,NA,NA
F07,2,66inches,130 pounds,No,r,1,1,12,No,7,3.45,Nobel,NA,5,F,NA,NA,NA
F07,2,73inches,155 pounds,No,r,3,2,3,No,3,3.21,Olympic,56,0,M,NA,NA,NA
F07,1,66inches,118 pounds,No,r,1,2,4,Planning,10,NA,Olympic,NA,2,F,NA,NA,NA
F07,1,72inches,190 pounds,No,r,1,1,14,No,2,NA,Olympic,NA,0,M,NA,NA,NA
F07,2,67inches,180 pounds,No,r,1,1,8,No,14,3,Academy,NA,0,M,NA,NA,NA
F07,3,77inches,212 pounds,No,r,2,2,5,No,23,2.6,Nobel,NA,0,M,NA,NA,NA
F07,2,70inches,147 pounds,Occasionally,r,2,2,4,No,1,3.6,Nobel,80,0,M,NA,NA,NA
F07,2,66inches,136 pounds,No,r,2,2,10,No,5,2.7,Nobel,70,3,F,NA,NA,NA
F07,3,69inches,200 pounds,No,r,3,1,20,No,3,3.6,Olympic,NA,0,M,NA,NA,NA
F07,2,76inches,210 pounds,No,l,2,2,9,No,6,3.25,Olympic,62,0,M,NA,NA,NA
F07,1,66inches,130 pounds,No,r,1,1,4,No,3,NA,Olympic,65,1,F,NA,NA,NA
F07,2,65inches,104 pounds,No,r,2,2,3,No,10,3.55,Nobel,54,6,F,NA,NA,NA
F07,2,72inches,170 pounds,No,NA,4,4,14,No,7,3,Nobel,70,0,M,NA,NA,NA
F07,3,63inches,95 pounds,No,r,0,1,3,Planning,15,3.3,Academy,88,4,F,NA,NA,NA
F07,2,64inches,140 pounds,No,r,1,2,16,No,2,2.3,Olympic,NA,2,F,NA,NA,NA
F07,1,62inches,180 pounds,No,NA,1,1,18,No,3,NA,Nobel,NA,0,M,NA,NA,NA
F07,1,72inches,188 pounds,No,r,1,2,21,No,0,NA,Olympic,NA,0,M,NA,NA,NA
F07,1,72inches,210 pounds,Occasionally,r,2,2,11,No,15,NA,Olympic,NA,0,M,NA,NA,NA
F07,2,71inches,175 pounds,No,r,3,2,10,No,5,3.7,Nobel,60,0,M,NA,NA,NA
F07,1,60inches,105 pounds,No,r,0,1,10,No,4,NA,Nobel,NA,2,F,NA,NA,NA
F07,1,69inches,191 pounds,No,r,3,1,20,No,3,NA,Olympic,66,0,M,NA,NA,NA
F07,1,74inches,155 pounds,No,l,1,2,16,No,2,NA,Nobel,NA,0,M,NA,NA,NA
F07,2,68inches,170 pounds,No,r,2,2,9,No,8,2.85,Olympic,NA,2,M,NA,NA,NA
F07,1,69inches,165 pounds,No,r,2,3,14,No,7,NA,Olympic,NA,0,M,NA,NA,NA
F07,2,70inches,240 pounds,No,r,2,1,15,No,3,3,Olympic,70,0,M,NA,NA,NA
F07,1,68inches,193 pounds,No,r,1,1,9,No,5,NA,Nobel,72,0,M,NA,NA,NA
F07,1,NAinches,200 pounds,No,r,1,1,20,Planning,10,NA,Olympic,NA,0,M,NA,NA,NA
F07,2,71inches,160 pounds,Occasionally,l,2,3,7,No,10,3.3,Nobel,95,0,M,NA,NA,NA
F07,1,66inches,140 pounds,No,r,1,1,15,No,3,NA,Olympic,90,0,F,NA,NA,NA
F07,1,65inches,132 pounds,No,r,1,1,6,No,4,NA,Olympic,NA,0,F,NA,NA,NA
F07,1,65inches,115 pounds,No,r,2,3,7,No,6,NA,Olympic,80,5,F,NA,NA,NA
F07,1,64inches,128 pounds,No,l,3,1,4,No,4,NA,Olympic,60,2,F,NA,NA,NA
F07,1,73inches,225 pounds,No,r,1,1,21,No,14,NA,Olympic,NA,0,M,NA,NA,NA
F07,1,60inches,114 pounds,No,r,1,2,15,No,7,NA,Olympic,NA,2,F,NA,NA,NA
F07,1,67inches,155 pounds,No,r,1,2,20,No,2,NA,Olympic,NA,0,M,NA,NA,NA
F07,1,67inches,NA pounds,No,r,1,2,3,No,1,NA,Nobel,NA,4,F,NA,NA,NA
F07,1,66inches,140 pounds,No,r,1,2,10,No,2,NA,Olympic,NA,2,F,NA,NA,NA
F07,2,72inches,260 pounds,No,r,2,3,18,No,3,2.5,Nobel,50,1,M,NA,NA,NA
F07,2,64inches,139 pounds,No,r,0,1,25,No,2,3.3,Olympic,NA,0,M,NA,NA,NA
F07,1,70inches,180 pounds,No,r,1,1,15,No,12,NA,Olympic,NA,0,M,NA,NA,NA
F07,NA,63inches,105 pounds,No,r,3,1,8,Planning,10,NA,Nobel,80,6,F,NA,NA,NA
F07,1,68inches,160 pounds,No,r,2,1,14,No,1,NA,Olympic,42,0,M,NA,NA,NA
F07,2,70inches,170 pounds,No,r,1,2,12,No,15,2.7,Nobel,NA,1,M,NA,NA,NA
F07,1,70inches,175 pounds,No,r,2,3,15,No,6,NA,Olympic,63,0,M,NA,NA,NA
F07,1,68inches,155 pounds,Occasionally,r,0,1,12,No,3,NA,Olympic,NA,0,M,NA,NA,NA
F07,1,63inches,115 pounds,No,r,1,1,30,No,4,NA,NA,NA,4,F,NA,NA,NA
F07,1,61inches,115 pounds,No,r,3,1,13,No,8,NA,Academy,NA,2,F,NA,NA,NA
F07,1,63inches,200 pounds,No,l,2,2,10,No,5,NA,Olympic,72,0,M,NA,NA,NA
F07,3,71inches,192 pounds,No,r,1,1,10,No,10,3.73,Olympic,68,0,M,NA,NA,NA
F07,2,68inches,165 pounds,No,r,2,1,20,No,2,3.25,Olympic,NA,0,M,NA,NA,NA
F07,2,NAinches,110 pounds,No,l,3,3,8,No,5,3.5,Nobel,76,10,F,NA,NA,NA
S09,1,66inches,120 pounds,No,r,2,1,6,No,1,NA,Academy,75,2,F,NA,NA,NA
S09,1,65inches,135 pounds,No,r,1,1,10,No,2,NA,Academy,NA,6,F,NA,NA,NA
S09,3,68inches,210 pounds,No,r,2,1,5,No,2,3.51,Nobel,84,0,M,NA,NA,NA
S09,1,71inches,155 pounds,No,r,2,2,15,No,15,NA,Olympic,70,0,M,NA,NA,NA
S09,2,67inches,136 pounds,No,r,3,2,13,No,0,3.2,Olympic,55,6,F,NA,NA,NA
S09,1,70inches,160 pounds,No,r,1,1,2,Planning,0,NA,Nobel,59,2,F,NA,NA,NA
S09,1,75inches,245 pounds,No,r,2,2,2,No,3,NA,Nobel,88,0,M,NA,NA,NA
S09,2,66inches,150 pounds,No,r,1,2,4,No,15,3.8,Academy,73,5,F,NA,NA,NA
S09,4,60inches,135 pounds,Occasionally,r,0,1,4,No,4,2.2,Nobel,62,3,F,NA,NA,NA
S09,1,66inches,210 pounds,No,r,1,1,4,No,2,NA,Nobel,82,2,F,NA,NA,NA
S09,2,71inches,185 pounds,No,r,2,3,8,No,6,3.5,Nobel,53,0,M,NA,NA,NA
S09,2,75inches,170 pounds,No,r,1,2,4,No,2,3.4,Nobel,73,0,NA,NA,NA,NA
S09,1,71inches,147 pounds,No,r,0,1,12,No,21,NA,NA,61,7,F,NA,NA,NA
S09,4,75inches,205 pounds,No,r,1,2,21,No,10,3.71,Nobel,78,0,M,NA,NA,NA
S09,1,71inches,160 pounds,No,r,0,1,4,No,7,NA,Nobel,61,0,M,NA,NA,NA
S09,1,63inches,107 pounds,No,r,1,2,1,No,2,NA,Olympic,66,5,F,NA,NA,NA
S09,1,66inches,143 pounds,No,r,4,5,9,No,3,NA,Nobel,48,2,F,NA,NA,NA
S09,2,64inches,110 pounds,Occasionally,r,3,2,3,No,10,2.3,Nobel,89,3,F,NA,NA,NA
S09,4,53inches,160 pounds,No,r,1,1,3,No,5,3.2,Nobel,122,2,F,NA,NA,NA
S09,2,65inches,110 pounds,No,r,1,2,0,No,1,3.6,Nobel,80,2,F,NA,NA,NA
S09,1,66inches,135 pounds,No,r,1,2,15,No,7,NA,Olympic,73,0,M,NA,NA,NA
S09,4,66inches,195 pounds,No,r,5,6,2,No,1,2.6,Academy,124,4,F,NA,NA,NA
S09,3,NAinches,150 pounds,Regular,r,2,1,7,No,15,3.25,Olympic,53,1,M,NA,NA,NA
S09,2,67inches,133 pounds,No,r,4,2,10,No,3,3.3,Olympic,47,2,F,NA,NA,NA
S09,1,75inches,175 pounds,No,r,1,2,7,No,3,NA,Olympic,68,0,M,NA,NA,NA
S09,1,60inches,155 pounds,No,r,2,2,3,No,2,NA,Nobel,78,4,F,NA,NA,NA
S09,2,62inches,135 pounds,No,r,1,2,5,No,4,3.3,Nobel,62,2,F,NA,NA,NA
S09,3,72inches,150 pounds,Regular,r,2,1,7,No,15,3.25,Olympic,53,1,M,NA,NA,NA
S09,1,67inches,145 pounds,No,r,2,2,20,No,10,3.72,Olympic,60,3,F,NA,NA,NA
S09,2,62inches,108 pounds,Occasionally,r,2,1,4,No,4,3.8,Nobel,70,7,F,NA,NA,NA
S09,2,61inches,107 pounds,No,r,1,1,18,No,5,3.2,Olympic,72,4,F,NA,NA,NA
S09,1,70inches,175 pounds,Occasionally,l,3,1,6,No,30,3.33,Academy,NA,0,M,NA,NA,NA
S09,1,66inches,135 pounds,Occasionally,r,0,NA,4,No,0,3,Nobel,60,2,F,NA,NA,NA
S09,4,72inches,200 pounds,No,r,2,1,4,No,15,3.77,Nobel,120,1,M,NA,NA,NA
S09,1,68inches,116 pounds,No,r,1,2,9,No,3,3.77,Olympic,90,3,F,NA,NA,NA
S09,1,67inches,133 pounds,No,r,0,NA,5,No,2,3.1,Nobel,160,2,F,NA,NA,NA
S09,1,68inches,125 pounds,No,r,2,2,3,No,0,3.3,Academy,44,7,F,NA,NA,NA
S09,4,71inches,155 pounds,No,r,1,1,3,No,10,3.72,Olympic,72,0,M,NA,NA,NA
S09,2,62inches,120 pounds,Occasionally,r,1,2,3,No,20,3,Nobel,68,2,F,NA,NA,NA
S09,1,69inches,127 pounds,No,r,1,2,5,No,1,3.33,Nobel,80,2,F,NA,NA,NA
S09,1,65inches,130 pounds,No,r,1,2,10,No,1,NA,Nobel,48,2,F,NA,NA,NA
S09,2,64inches,130 pounds,No,r,3,4,3,Yes,3,3.2,Nobel,58,3,F,NA,NA,NA
S09,2,66inches,143 pounds,No,r,1,1,10,No,3,3.5,Nobel,68,2,F,NA,NA,NA
S09,1,67inches,160 pounds,No,r,1,1,3,No,0,3.3,Nobel,80,3,F,NA,NA,NA
S09,2,62inches,135 pounds,No,r,1,1,12,No,6,3.1,Olympic,72,3,F,NA,NA,NA
S09,2,65inches,140 pounds,Occasionally,r,1,2,5,No,3,2.8,Nobel,62,4,F,NA,NA,NA
S09,2,68inches,145 pounds,Occasionally,r,3,4,4,No,10,3.33,Olympic,82,0,M,NA,NA,NA
S09,1,70inches,165 pounds,No,r,1,2,2,No,2,3.64,Olympic,72,2,F,NA,NA,NA
S09,2,68inches,140 pounds,No,r,3,2,10,No,6,3.1,Olympic,48,3,F,NA,NA,NA
S09,3,71inches,177 pounds,Occasionally,r,1,1,3,No,1,3.3,Nobel,63,0,M,NA,NA,NA
S09,2,67inches,112 pounds,No,r,3,2,15,No,5,3.4,NA,74,5,F,NA,NA,NA
S09,2,70inches,155 pounds,No,r,2,2,6,No,10,3,Olympic,58,0,M,NA,NA,NA
S09,1,58inches,164 pounds,Regular,r,2,3,10,No,0,3.3,Olympic,52,2,F,NA,NA,NA
S09,0,70inches,200 pounds,No,r,1,1,5,No,10,3.5,Nobel,84,0,M,NA,NA,NA
S09,1,72inches,195 pounds,No,r,1,2,3,No,6,3.66,Nobel,75,0,M,NA,NA,NA
S09,1,72inches,180 pounds,No,r,2,3,20,No,15,3.3,Olympic,68,0,M,NA,NA,NA
S09,1,70inches,138 pounds,No,r,3,2,20,No,1,3.25,Olympic,50,0,F,NA,NA,NA
S09,1,70inches,185 pounds,Regular,r,1,2,15,No,14,3,Olympic,90,0,M,NA,NA,NA
S09,1,67inches,185 pounds,No,r,3,1,4,No,51,2.5,Academy,82,0,M,NA,NA,NA
S09,2,68inches,170 pounds,No,r,2,2,10,No,15,3.6,Olympic,64,0,M,NA,NA,NA
S09,1,67inches,130 pounds,No,l,3,3,4,No,9,3.49,Olympic,73,3,F,NA,NA,NA
S09,1,71inches,187 pounds,No,r,1,2,10,No,4,3.4,Olympic,64,0,M,NA,NA,NA
S09,1,63inches,133 pounds,No,r,1,1,6,No,0,3,Olympic,70,2,F,NA,NA,NA
S09,2,62inches,135 pounds,Occasionally,r,1,2,5,No,2,3.2,Nobel,73,2,F,NA,NA,NA
S09,4,72inches,200 pounds,No,r,2,3,12,No,8,3.1,Olympic,51,0,M,NA,NA,NA
S09,1,64inches,145 pounds,Occasionally,r,3,3,2,No,2,2.8,Nobel,89,2,NA,NA,NA,NA
S09,1,75inches,170 pounds,No,r,4,4,30,No,20,2.7,Olympic,67,0,M,NA,NA,NA
S09,2,62inches,125 pounds,No,r,3,3,18,Yes,1,3.1,Olympic,55,2,F,NA,NA,NA
S09,1,75inches,155 pounds,No,l,0,1,12,No,7,3,Academy,68,0,M,NA,NA,NA
S09,1,65inches,150 pounds,No,l,1,1,10,No,4,3.83,Nobel,61,4,F,NA,NA,NA
S09,1,60inches,119 pounds,No,r,3,2,5,No,2,3.26,Nobel,72,0,F,NA,NA,NA
S09,1,66inches,155 pounds,No,r,1,1,10,No,3,3.05,Olympic,73,2,F,NA,NA,NA
S09,1,68inches,223 pounds,No,r,2,3,15,No,10,3.01,Olympic,55,2,F,NA,NA,NA
S09,1,69inches,155 pounds,Occasionally,r,1,2,4,No,1,3.7,Olympic,60,0,M,NA,NA,NA
S09,2,66inches,135 pounds,No,r,1,1,4,Yes,4,3,Nobel,70,2,F,NA,NA,NA
S09,2,70inches,180 pounds,Occasionally,r,0,1,14,No,2,2.87,Nobel,74,0,M,NA,NA,NA
S09,2,65inches,135 pounds,Occasionally,r,1,2,6,No,3,3.07,Academy,78,4,F,NA,NA,NA
S09,1,72inches,160 pounds,Occasionally,r,2,3,8,No,20,1.96,Olympic,48,0,M,NA,NA,NA
S09,1,70inches,158 pounds,No,r,1,NA,15,No,4,3.6,Olympic,NA,0,M,NA,NA,NA
S09,1,76inches,190 pounds,Occasionally,r,1,1,7,No,2,3.18,Olympic,72,0,M,NA,NA,NA
S09,1,70inches,210 pounds,No,r,2,2,6,No,10,3.4,Olympic,87,2,F,NA,NA,NA
S09,3,70inches,235 pounds,No,r,2,1,5,Yes,10,2.3,Olympic,68,0,M,NA,NA,NA
S09,1,72inches,170 pounds,No,r,2,2,12,No,25,2.5,Nobel,60,0,M,NA,NA,NA
S09,3,63inches,112 pounds,No,r,1,1,5,No,5,3.77,Nobel,95,2,F,NA,NA,NA
S09,1,70inches,135 pounds,No,r,2,1,8,No,2,3.55,Olympic,78,0,M,NA,NA,NA
S09,1,66inches,145 pounds,Regular,r,4,2,5,No,10,2.3,Nobel,66,0,M,NA,NA,NA
S09,2,70inches,190 pounds,No,r,2,3,18,No,5,3,Academy,72,0,M,NA,NA,NA
S09,1,72inches,180 pounds,No,r,3,1,8,No,2,3.36,Nobel,68,0,M,NA,NA,NA
S09,3,67inches,120 pounds,No,r,0,NA,7,No,7,2.9,Olympic,58,3,F,NA,NA,NA
S09,2,68inches,NA pounds,No,r,6,1,2,No,3,3.3,Olympic,40,4,F,NA,NA,NA
S09,2,66inches,135 pounds,No,r,2,1,0,No,2,2.5,Olympic,80,3,F,NA,NA,NA
S09,1,72inches,173 pounds,No,r,1,1,6,No,15,2.5,Nobel,64,0,M,NA,NA,NA
S09,1,57inches,140 pounds,No,r,10,5,10,No,20,2.75,Olympic,60,NA,M,NA,NA,NA
S09,1,66inches,140 pounds,No,r,4,1,5,Yes,0,3.3,Nobel,68,6,F,NA,NA,NA
S09,1,67inches,150 pounds,No,r,3,3,8,No,0,3.4,Nobel,64,2,F,NA,NA,NA
S09,1,67inches,205 pounds,No,l,2,3,6,No,15,3,Nobel,98,0,M,NA,NA,NA
S09,1,69inches,173 pounds,No,r,2,3,35,No,10,2.1,Olympic,64,0,M,NA,NA,NA
S09,1,66inches,145 pounds,No,r,1,2,3,No,3,2.68,Nobel,68,2,F,NA,NA,NA
S09,2,68inches,160 pounds,No,r,1,1,8,No,20,3,Academy,64,0,M,NA,NA,NA
S09,1,70inches,150 pounds,No,r,0,1,7,No,2,2.75,Nobel,65,0,M,NA,NA,NA
S09,1,62inches,150 pounds,No,r,2,1,4,No,5,3,Olympic,70,2,F,NA,NA,NA
S09,1,70inches,168 pounds,No,r,3,1,12,No,20,2.3,Olympic,115,2,M,NA,NA,NA
S09,1,NAinches,182 pounds,No,r,0,1,14,No,10,3.2,Olympic,62,0,M,NA,NA,NA
S09,2,73inches,190 pounds,No,l,2,1,20,No,5,2.8,Olympic,70,0,M,NA,NA,NA
S09,1,72inches,185 pounds,No,r,3,4,8,No,2,2.7,Olympic,60,0,M,NA,NA,NA
S09,1,70inches,160 pounds,No,r,3,4,10,No,4,3,Academy,NA,0,M,NA,NA,NA
S09,2,71inches,225 pounds,Regular,r,2,3,7,No,18,3,Nobel,75,0,M,NA,NA,NA
S09,1,61inches,149 pounds,No,r,0,1,2,No,4,3.27,Olympic,70,2,F,NA,NA,NA
S09,1,69inches,205 pounds,No,r,2,3,8,No,5,3.5,Olympic,54,0,M,NA,NA,NA
